1	0
2	0
3	1
4	1
5	0
6	1
7	1
8	0
9	1
10	1
11	0
12	1
13	0
14	1
15	0
16	0
17	1
18	0
19	1
20	0
21	1
22	0
23	1
24	0
25	1
26	0
27	1
28	1
29	0
30	1
31	0
32	1
33	0
34	0
35	0
36	1
37	0
38	1
39	1
40	0
41	0
42	0
43	1
44	1
45	1
46	1
47	0
48	1
49	0
50	1
51	1
52	1
53	0
54	0
55	1
56	0
57	1
58	0
59	0
60	0
61	0
62	0
63	1
64	1
65	0
66	0
67	0
68	0
69	1
70	1
71	0
72	0
73	0
74	0
75	1
76	0
77	1
78	1
79	0
80	1
81	0
82	0
83	0
84	0
85	1
86	0
87	1
88	0
89	1
90	0
91	1
92	0
93	1
94	0
95	0
96	0
97	1
98	1
99	0
100	1
101	0
102	0
103	0
104	0
105	1
106	1
107	0
108	0
109	0
110	1
111	0
112	0
113	0
114	0
115	1
116	1
117	0
118	1
119	0
120	0
121	1
122	0
123	0
124	1
125	1
126	0
127	0
128	1
129	0
130	0
131	1
132	1
133	1
134	0
135	0
136	0
137	1
138	0
139	1
140	1
141	1
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	1
150	0
151	1
152	1
153	0
154	1
155	0
156	0
157	0
158	0
159	1
160	0
161	0
162	0
163	1
164	1
165	0
166	0
167	1
168	1
169	1
170	1
171	0
172	0
173	0
174	1
175	0
176	0
177	0
178	0
179	1
180	1
181	1
182	0
183	0
184	1
185	1
186	1
187	1
188	0
189	0
190	0
191	0
192	0
193	1
194	0
195	1
196	0
197	1
198	0
199	0
200	0
201	0
202	1
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	1
214	0
215	0
216	0
217	1
218	0
219	0
220	1
221	0
222	0
223	1
224	0
225	1
226	0
227	1
228	1
229	1
230	1
231	0
232	1
233	0
234	1
235	0
236	1
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	1
245	0
246	0
247	0
248	1
249	0
250	1
251	0
252	0
253	1
254	1
255	0
256	1
257	1
258	0
259	1
260	0
261	1
262	1
263	0
264	0
265	1
266	1
267	0
268	1
269	1
270	1
271	0
272	1
273	1
274	0
275	0
276	0
277	0
278	0
279	1
280	0
281	0
