0	0
1	1
7	0
8	1
9	1
13	0
15	0
16	0
17	0
20	0
22	0
23	0
26	0
28	1
29	0
32	1
33	1
35	0
36	0
37	0
40	1
42	1
43	0
48	0
49	0
51	0
52	1
53	0
55	0
57	0
60	0
63	0
65	0
66	0
67	1
70	0
71	0
72	0
73	0
75	0
79	0
80	1
81	0
82	0
86	0
87	0
89	0
90	0
91	0
92	0
93	1
94	0
95	0
98	0
100	0
103	1
105	1
106	0
108	0
109	0
110	1
111	0
114	1
115	0
117	1
118	1
122	0
123	0
126	0
127	1
128	0
130	1
131	0
133	1
135	0
137	0
138	0
140	0
145	1
146	0
149	1
150	0
151	0
152	0
153	0
155	0
158	1
160	1
161	0
163	1
164	0
165	1
166	1
167	0
168	0
169	0
171	0
175	0
177	0
182	1
184	0
185	0
186	0
187	0
188	1
189	0
190	0
191	0
193	0
196	0
199	0
200	0
204	0
205	0
207	0
208	0
210	1
211	1
213	0
216	0
217	0
218	0
219	0
221	0
222	0
223	1
225	0
226	0
227	0
228	0
234	0
236	1
246	0
248	0
250	0
252	0
254	0
259	1
260	0
261	0
263	0
264	0
265	0
266	0
267	1
268	0
269	0
271	0
272	1
273	1
274	1
275	0
277	0
278	0
281	0
282	0
283	0
287	0
290	0
291	0
293	1
294	0
295	0
297	0
298	0
299	0
301	0
305	0
307	0
308	0
309	0
310	0
312	0
313	0
314	0
315	0
317	0
318	0
319	1
321	0
322	0
323	0
325	0
326	1
327	1
331	0
332	1
333	0
334	0
335	0
337	0
338	0
340	0
342	0
344	0
346	0
349	0
350	0
351	0
352	0
355	0
358	0
360	1
362	0
365	0
366	1
368	0
374	1
376	1
378	1
379	0
380	0
385	0
386	0
388	1
389	1
390	0
393	1
394	1
395	0
397	0
398	0
400	0
401	0
402	0
403	0
404	1
406	1
407	0
408	0
409	0
411	0
412	0
413	0
414	0
416	0
417	1
418	0
420	0
422	0
423	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	1
434	0
440	1
441	0
444	0
445	0
447	1
448	0
449	0
450	1
452	1
453	1
454	1
455	1
457	1
458	0
459	0
460	1
461	0
463	1
466	0
467	1
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
478	0
483	0
488	1
489	1
490	0
491	0
497	0
499	0
500	0
501	1
506	0
508	1
511	0
512	0
513	0
514	0
516	0
517	0
519	1
521	1
522	0
523	0
527	0
533	1
534	0
536	1
537	0
538	1
542	0
543	0
544	1
547	0
548	0
550	0
551	0
555	0
556	1
557	1
558	0
559	0
560	1
561	0
562	0
564	1
566	1
567	0
570	1
571	0
572	0
573	1
575	0
576	0
581	1
582	0
583	0
584	0
585	0
586	0
589	1
590	0
592	0
594	0
595	0
597	1
599	1
600	0
601	0
606	0
607	0
608	0
610	0
612	0
613	0
614	0
615	0
617	1
618	0
621	0
623	0
624	0
625	0
626	0
627	1
631	0
633	1
634	0
635	0
637	0
640	0
642	0
647	0
648	0
650	0
653	0
654	0
655	0
658	0
659	0
660	0
662	1
664	0
666	1
667	0
669	0
670	0
671	1
